,ID,Numax,Numax_err,Dnu_median_all,Dnu_median_all_err,Dnu_lin_all,Dnu_lin_all_err,Dnu_median,Dnu_median_err,Dnu_lin_m,Dnu_lin_m_err,q0,q1,q2,d02,d02_err,lw,lw_err,Amax,Aw,Ah,Amax_err,Aw_err,Ah_err,Amax2,Aw2,Ah2,Amax2_err,Aw2_err,Ah2_err
0,2297384,30.252909830680707,0.29464393214089885,3.7545985627449845,0.03756245910830682,3.762600287457813,0.008519431308909947,3.6641312758143876,0.025260813983399015,3.6895039885784042,0.011511311824969433,0.04339154066566307,3.54652382249826,22.40683800368885,0.5426680321110453,0.08499099707197642,-1.7582078705100783,0.466976666540556,29.01163316896669,6.889277789000346,20209356.131095313,0.9042289173097975,0.9073329550342893,18359199.251907725,29.256803449079182,4.9007717837311535,29706182.279224917,0.7176708160908205,0.9855241354890735,7037609.638312712
1,2297825,30.82468872757029,0.7906133377220605,3.7637506241050946,0.029086749854491268,3.787700935822615,0.010415413543111943,3.735923281462968,0.020791163433012728,3.7271966748712457,0.009284500914168093,0.03899626435827962,3.5919493905603757,22.59272284859925,0.5829330526170917,0.09806672661806166,-1.866203582881935,0.6526293014661741,28.710213975652927,6.570742920208054,-19875265.752008494,0.7939177816734683,1.153204358669388,6750205.001854669,29.911108952707856,5.956421120721076,17697320.85579682,0.7870380799019975,0.7731450222692156,4834895.597760549
2,2435987,36.81361512870068,2.234592585219373,4.247358788055674,0.023328114461856182,4.211273369276045,0.009127217871092892,4.169966989951899,0.013200850836517874,4.138878504144553,0.007000559029460963,0.032738797225559724,3.981490747361985,25.557895796990366,0.5943563375789118,0.09281128530265088,-2.5004778344234406,0.7774400491327639,35.287176367324804,6.544031440349473,-11563429.602508243,0.9350800768709822,2.2684405998894,2373372.4829652086,36.17720970853816,7.7308015393087945,-6384668.8196065985,0.83062031060548,0.9557293177785712,5994093.892242713
3,2436097,41.837229792279466,1.939067534099168,4.510901636753276,0.0207199809038615,4.49663617524687,0.01590244377386964,4.459079981901741,0.017871760085374746,4.442677562185118,0.014862455347196633,0.016323051032409375,4.398016218451852,31.885059873381202,0.6331148628215857,0.09351486066361835,-1.952248449841632,0.7739685005786693,38.38154023723639,7.3543028589364265,-6438754.875146779,1.0988160256749269,2.7127619210583607,1382389.7155808734,39.163484301275886,7.778384259704321,-4111325.1475750078,1.1712263554279903,1.918481881218374,937202.0437884447
4,2436209,56.29481994752543,2.730466455376755,5.778232338115256,0.04324249967267886,5.764464781043847,0.015925898711656183,5.60083480231452,0.025622638007708254,5.581985085433412,0.007800083708104274,0.04719395006601442,5.43574747078013,40.966966001200674,0.7769272353471308,0.13727890145083152,-2.0295583261727126,0.48983795088298887,51.79866629179727,12.150958288902599,-1395809.3473488777,1.631718350654026,2.2098960388126887,204520.2026719952,55.163771345762015,6.387916832823549,-1702657.5934462762,1.2003268503545341,5.944916258042094,513599.5973455292
5,2436332,27.805222121985725,1.0565300053741098,3.3391990417379276,0.0292707333697766,3.3349842202095537,0.007465686172796574,3.349951816232153,0.020330212434663264,3.354118362878442,0.008116760941893316,0.024883923853764766,3.1615612874673147,17.19969052533571,0.47133922891886115,0.07117864689962071,-2.5734375868217905,0.8675333735417674,27.95216463126421,4.442394898773729,42639125.72644508,0.6319065054392979,0.9185636507941676,10593271.02806414,26.804757340150502,4.776274557192252,27510509.58116866,0.7979400898134537,1.1058077587994162,11106396.656063525
6,2436417,26.531257711810063,0.5468808355169756,3.415862409351039,0.025283303993192868,3.402108179329006,0.00992160019216711,3.400708678356917,0.024458679314279263,3.353858760047774,0.008090734108051958,0.029941601157199373,3.2514240580182734,20.23339838764433,0.48745151744276427,0.07232027248418728,-2.21352534338933,0.7408028137964249,26.385192278795863,4.856119909137608,27547164.023743473,0.6040034715926724,1.1194803463905092,14979993.115667827,27.361087742997658,3.832216039013401,28618077.965446085,0.5612381996814131,0.9136220281770774,17611858.041461933
7,2436458,36.55103390232165,1.590508686006939,4.1858614376766745,0.03490316993890321,4.138716468241116,0.012858058454695625,4.092468285124486,0.013442241246567921,4.068553293626999,0.004841584615660157,0.03422209036755014,3.967620808309669,29.205939621902772,0.5712230224154418,0.029005723991927832,-2.717533448374538,0.980226753691158,34.83021817425467,6.675832093920821,-15679794.201413918,0.9566756583765558,1.4869687625848478,3767438.6776985433,35.154666793349996,6.926717752109551,-9128332.2951467,1.186677167198316,1.545023729807825,6336314.175904593
8,2436540,56.93852669581711,0.35777121820586033,5.794666851628882,0.03376375026261706,5.7468118524530585,0.007108375828154804,5.748904650272298,0.02280215334026855,5.752546491296114,0.00800014578697107,0.0370856173874005,5.486424224590605,35.89467179809712,0.7834422123948137,0.11503685613988593,-2.3903153766638896,0.5754992676922893,55.38108828487724,9.921537340440967,1055455.6332908818,1.288913608071376,1.9908359400252273,179015.30369210776,53.20515257311105,9.155918449830814,915899.5893592525,1.6395186002758513,2.134278667754427,223992.5131491919
9,2436593,97.11979828152558,18.056367751145086,9.665436431344958,0.028055467283891425,9.828673448686516,0.04273261618141424,9.626227001784713,0.02224249113155995,9.579309714972158,0.04336758812073432,0.15278315119987138,9.061849360252763,89.36339667740293,1.4009649993126772,0.177810599346584,-2.16746422163551,0.5036374703257536,102.90894833737235,11.025497507484104,-4985.252581269917,3.8051745392657597,5.388571403678551,7424.027930209484,107.52021398911317,11.055685449026615,-5906.817969229941,3.5427697773422127,4.411934896524665,3213.996011219564
10,2436676,133.37752291016022,16.106736283196053,11.280137808482934,0.03545291722826007,11.161525700057284,0.0472000102308835,11.287230764271861,0.021903643058033783,11.308865205256987,0.054720255673540455,0.10651191052337722,10.62779878374646,105.58557042678468,1.4541986121825943,0.21090222560514227,-2.3650175264372884,0.6098669306249693,131.47197984202512,8.843908272476538,2485.1890855935503,1.7403943557822625,3.228779738419709,3686.029453925412,130.29534881936547,10.915542699683488,1751.1122423250913,4.074182226816616,5.764377305779446,2504.333915110565
11,2436688,76.40465513208221,1.6968196214314943,7.220139833386639,0.03673123727238669,7.2257985941918825,0.01923385652588532,7.1862430865500855,0.01761468819588667,7.132563124424378,0.012858845355903056,0.04242520321363709,6.928623084351441,52.29034798490033,0.9610039532269354,0.1656119231745076,-2.266280935377603,0.5543283858321852,73.27590776434806,10.718959728265995,-314297.20565059036,1.2136390996868927,2.112645398220105,155468.98494739123,73.72796747092042,12.228460929059157,224829.84776250058,1.962816275503296,1.9503712590148812,49332.72372635594
